method,kbits,vbits,context_length,depth_percent,status,hit,elapsed_sec,new_tokens,prompt_tokens,peak_allocated_gb,expected,prediction,error,group_size,window_size,sink,clip,protect_layers,protected_bits
tq_asym_protect,2,2,32768,75.0,oom,,0.68,,,15.583,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.41 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 100.77 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/st",128,128,5,0.96,4,8
tq_asym_protect,2,2,32768,90.0,oom,,0.76,,,15.583,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.43 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 80.57 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,4,8
tq_hybrid,2,2,4096,10.0,ok,1,21.32,24,4095,12.568,AURORA-7749,The secret retrieval code is AURORA-7749. s.s,,128,128,5,0.96,,
tq_hybrid,2,2,4096,25.0,ok,1,19.18,24,4096,12.571,AURORA-7749,The secret retrieval code is AURORA-7749.,,128,128,5,0.96,,
tq_hybrid,2,2,4096,50.0,ok,1,19.80,24,4095,12.568,AURORA-7749,The secret retrieval code is AURORA-7749.,,128,128,5,0.96,,
tq_hybrid,2,2,4096,75.0,ok,1,19.42,24,4095,12.568,AURORA-7749,The secret retrieval code is AURORA-7749. science and technology,,128,128,5,0.96,,
tq_hybrid,2,2,4096,90.0,ok,1,18.90,24,4096,12.571,AURORA-7749,The secret retrieval code is AURORA-7749. s a leading provider,,128,128,5,0.96,,
tq_hybrid,2,2,8192,10.0,oom,,0.23,,,19.067,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.92 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.07 GiB is allocated by PyTorch, and 103.39 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,8192,25.0,oom,,0.23,,,19.070,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.92 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.07 GiB is allocated by PyTorch, and 100.29 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,8192,50.0,oom,,0.23,,,19.067,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.92 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.07 GiB is allocated by PyTorch, and 103.39 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,8192,75.0,oom,,0.24,,,19.067,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.92 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.07 GiB is allocated by PyTorch, and 103.39 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,8192,90.0,oom,,0.23,,,19.070,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.92 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.07 GiB is allocated by PyTorch, and 100.29 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,16384,10.0,oom,,0.65,,,8.696,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.04 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.95 GiB is allocated by PyTorch, and 97.13 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,16384,25.0,oom,,0.51,,,8.700,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.04 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.95 GiB is allocated by PyTorch, and 97.13 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,16384,50.0,oom,,0.52,,,8.700,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.06 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.95 GiB is allocated by PyTorch, and 77.27 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,16384,75.0,oom,,0.54,,,8.700,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.06 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.95 GiB is allocated by PyTorch, and 77.27 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,16384,90.0,oom,,0.54,,,8.700,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.04 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.95 GiB is allocated by PyTorch, and 97.13 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_hybrid,2,2,32768,10.0,oom,,0.76,,,15.579,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.43 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 80.63 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_hybrid,2,2,32768,25.0,oom,,0.68,,,15.583,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.43 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 80.63 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_hybrid,2,2,32768,50.0,oom,,0.67,,,15.583,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.41 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 100.83 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/st",128,128,5,0.96,,
tq_hybrid,2,2,32768,75.0,oom,,0.67,,,15.583,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.41 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 100.83 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/st",128,128,5,0.96,,
tq_hybrid,2,2,32768,90.0,oom,,0.68,,,15.583,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.43 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 80.63 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_replace,2,2,4096,10.0,ok,0,2.81,24,4095,12.507,AURORA-7749,7749,,128,128,5,0.96,,
tq_replace,2,2,4096,25.0,ok,1,2.53,24,4096,12.509,AURORA-7749,AURORA-7749.,,128,128,5,0.96,,
tq_replace,2,2,4096,50.0,ok,0,2.59,24,4095,12.507,AURORA-7749,AURORA-749,,128,128,5,0.96,,
tq_replace,2,2,4096,75.0,ok,1,2.59,24,4095,12.507,AURORA-7749,AURORA-7749,,128,128,5,0.96,,
tq_replace,2,2,4096,90.0,ok,0,2.65,24,4096,12.509,AURORA-7749,7749,,128,128,5,0.96,,
tq_replace,2,2,8192,10.0,oom,,0.21,,,19.006,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.91 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.01 GiB is allocated by PyTorch, and 170.36 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_replace,2,2,8192,25.0,oom,,0.23,,,19.009,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.91 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.01 GiB is allocated by PyTorch, and 167.26 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_replace,2,2,8192,50.0,oom,,0.23,,,19.006,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.91 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.01 GiB is allocated by PyTorch, and 170.36 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_replace,2,2,8192,75.0,oom,,0.23,,,19.006,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.91 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.01 GiB is allocated by PyTorch, and 170.36 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_replace,2,2,8192,90.0,oom,,0.24,,,19.009,AURORA-7749,,"CUDA out of memory. Tried to allocate 4.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 3.91 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 19.01 GiB is allocated by PyTorch, and 167.26 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stab",128,128,5,0.96,,
tq_replace,2,2,16384,10.0,oom,,0.67,,,9.434,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.03 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.94 GiB is allocated by PyTorch, and 119.07 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_replace,2,2,16384,25.0,oom,,0.50,,,9.434,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.03 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.94 GiB is allocated by PyTorch, and 119.07 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_replace,2,2,16384,50.0,oom,,0.51,,,9.434,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.03 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.94 GiB is allocated by PyTorch, and 119.20 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_replace,2,2,16384,75.0,oom,,0.49,,,9.434,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.03 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.94 GiB is allocated by PyTorch, and 119.20 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_replace,2,2,16384,90.0,oom,,0.56,,,9.434,AURORA-7749,,"CUDA out of memory. Tried to allocate 16.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 15.03 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 7.94 GiB is allocated by PyTorch, and 119.07 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_replace,2,2,32768,10.0,oom,,0.79,,,15.579,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.43 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 82.57 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_replace,2,2,32768,25.0,oom,,0.67,,,15.579,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.43 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 82.57 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
tq_replace,2,2,32768,50.0,oom,,0.66,,,15.579,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.39 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 122.76 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/st",128,128,5,0.96,,
tq_replace,2,2,32768,75.0,oom,,0.67,,,15.579,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.39 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 122.76 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/st",128,128,5,0.96,,
tq_replace,2,2,32768,90.0,oom,,0.66,,,15.579,AURORA-7749,,"CUDA out of memory. Tried to allocate 64.00 GiB. GPU 0 has a total capacity of 23.55 GiB of which 12.43 GiB is free. Including non-PyTorch memory, this process has 0 bytes memory in use. Of the allocated memory 10.58 GiB is allocated by PyTorch, and 82.57 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/sta",128,128,5,0.96,,
